year,site,county,plot,week,days_after_transplant,cultivar,wet_hours_week,night_temp_c,rain_mm_week,inoculum_log,infection_event
2017,S05,Collier,S05-2017-P4,11,77,FL-8000,23.2,19.58,30.6,3.26,0
2017,S05,Collier,S05-2017-P4,12,84,FL-8000,32.7,22.84,3.7,3.26,0
2017,S05,Collier,S05-2017-P5,1,7,FL-8000,16.2,22.06,14.2,2.92,1
2017,S05,Collier,S05-2017-P5,2,14,FL-8000,27.6,24.01,21.7,2.92,0
2017,S05,Collier,S05-2017-P5,3,21,FL-8000,27.0,24.38,20.3,2.92,0
2017,S05,Collier,S05-2017-P5,4,28,FL-8000,26.0,22.43,6.6,2.92,0
2017,S05,Collier,S05-2017-P5,5,35,FL-8000,19.6,21.39,18.5,2.92,0
2017,S05,Collier,S05-2017-P5,6,42,FL-8000,24.5,21.3,29.1,2.92,0
2017,S05,Collier,S05-2017-P5,7,49,FL-8000,29.4,22.63,31.3,2.92,0
2017,S05,Collier,S05-2017-P5,8,56,FL-8000,15.0,21.82,23.6,2.92,0
2017,S05,Collier,S05-2017-P5,9,63,FL-8000,25.9,23.02,26.4,2.92,0
2017,S05,Collier,S05-2017-P5,10,70,FL-8000,15.1,24.89,15.5,2.92,0
2017,S05,Collier,S05-2017-P5,11,77,FL-8000,22.5,21.16,23.0,2.92,0
2017,S05,Collier,S05-2017-P5,12,84,FL-8000,21.8,22.69,24.4,2.92,0
2017,S05,Collier,S05-2017-P6,1,7,HM-1823,20.9,21.24,35.5,3.25,0
2017,S05,Collier,S05-2017-P6,2,14,HM-1823,24.6,22.92,33.2,3.25,0
2017,S05,Collier,S05-2017-P6,3,21,HM-1823,20.8,21.93,43.8,3.25,0
2017,S05,Collier,S05-2017-P6,4,28,HM-1823,17.6,21.72,47.4,3.25,0
2017,S05,Collier,S05-2017-P6,5,35,HM-1823,19.4,22.27,40.2,3.25,0
2017,S05,Collier,S05-2017-P6,6,42,HM-1823,28.7,23.02,39.1,3.25,0
2017,S05,Collier,S05-2017-P6,7,49,HM-1823,20.8,21.64,18.2,3.25,0
2017,S05,Collier,S05-2017-P6,8,56,HM-1823,12.7,23.14,23.0,3.25,1
2017,S05,Collier,S05-2017-P6,9,63,HM-1823,19.1,22.3,44.5,3.25,1
2017,S05,Collier,S05-2017-P6,10,70,HM-1823,29.5,23.81,27.3,3.25,1
2017,S05,Collier,S05-2017-P6,11,77,HM-1823,24.8,22.21,21.1,3.25,1
2017,S05,Collier,S05-2017-P6,12,84,HM-1823,27.0,21.63,29.0,3.25,1
2017,S06,Collier,S06-2017-P1,1,7,Tygress,30.8,21.57,0.0,3.98,0
2017,S06,Collier,S06-2017-P1,2,14,Tygress,23.2,20.52,0.0,3.98,0
2017,S06,Collier,S06-2017-P1,3,21,Tygress,33.3,21.89,16.0,3.98,0
2017,S06,Collier,S06-2017-P1,4,28,Tygress,26.7,23.18,16.9,3.98,0
2017,S06,Collier,S06-2017-P1,5,35,Tygress,22.9,22.35,5.6,3.98,0
2017,S06,Collier,S06-2017-P1,6,42,Tygress,25.7,22.67,19.7,3.98,0
2017,S06,Collier,S06-2017-P1,7,49,Tygress,22.9,23.03,9.1,3.98,0
2017,S06,Collier,S06-2017-P1,8,56,Tygress,29.4,20.24,14.6,3.98,0
2017,S06,Collier,S06-2017-P1,9,63,Tygress,29.0,22.7,2.3,3.98,0
2017,S06,Collier,S06-2017-P1,10,70,Tygress,31.4,21.01,11.0,3.98,0
2017,S06,Collier,S06-2017-P1,11,77,Tygress,13.5,22.2,14.4,3.98,0
2017,S06,Collier,S06-2017-P1,12,84,Tygress,26.6,26.75,4.3,3.98,0
2017,S06,Collier,S06-2017-P2,1,7,FL-8000,31.8,20.47,24.4,3.18,0
2017,S06,Collier,S06-2017-P2,2,14,FL-8000,24.8,22.01,41.3,3.18,0
2017,S06,Collier,S06-2017-P2,3,21,FL-8000,31.2,20.7,36.7,3.18,0
2017,S06,Collier,S06-2017-P2,4,28,FL-8000,33.4,21.75,31.4,3.18,1
2017,S06,Collier,S06-2017-P2,5,35,FL-8000,25.6,19.19,27.0,3.18,0
2017,S06,Collier,S06-2017-P2,6,42,FL-8000,32.3,19.98,41.8,3.18,0
2017,S06,Collier,S06-2017-P2,7,49,FL-8000,30.8,20.96,29.6,3.18,0
2017,S06,Collier,S06-2017-P2,8,56,FL-8000,16.0,21.25,26.8,3.18,0
2017,S06,Collier,S06-2017-P2,9,63,FL-8000,27.7,22.29,29.4,3.18,0
2017,S06,Collier,S06-2017-P2,10,70,FL-8000,21.0,19.97,38.1,3.18,0
2017,S06,Collier,S06-2017-P2,11,77,FL-8000,19.0,21.07,22.4,3.18,0
2017,S06,Collier,S06-2017-P2,12,84,FL-8000,27.2,22.24,30.5,3.18,0
2017,S06,Collier,S06-2017-P3,1,7,Tygress,33.1,22.59,19.8,3.94,0
2017,S06,Collier,S06-2017-P3,2,14,Tygress,30.9,23.74,22.4,3.94,0
2017,S06,Collier,S06-2017-P3,3,21,Tygress,32.7,23.19,22.4,3.94,0
2017,S06,Collier,S06-2017-P3,4,28,Tygress,23.3,22.17,26.4,3.94,0
2017,S06,Collier,S06-2017-P3,5,35,Tygress,18.2,23.14,24.9,3.94,0
2017,S06,Collier,S06-2017-P3,6,42,Tygress,23.7,22.03,36.4,3.94,0
2017,S06,Collier,S06-2017-P3,7,49,Tygress,36.2,23.18,29.6,3.94,0
2017,S06,Collier,S06-2017-P3,8,56,Tygress,28.9,22.49,17.8,3.94,0
2017,S06,Collier,S06-2017-P3,9,63,Tygress,34.4,22.48,32.8,3.94,0
2017,S06,Collier,S06-2017-P3,10,70,Tygress,35.6,23.6,31.0,3.94,1
2017,S06,Collier,S06-2017-P3,11,77,Tygress,31.2,21.28,24.3,3.94,0
2017,S06,Collier,S06-2017-P3,12,84,Tygress,28.4,22.4,31.5,3.94,0
2017,S06,Collier,S06-2017-P4,1,7,FL-8000,26.7,19.67,0.0,1.5,0
2017,S06,Collier,S06-2017-P4,2,14,FL-8000,40.7,23.66,0.0,1.5,0
2017,S06,Collier,S06-2017-P4,3,21,FL-8000,26.1,21.75,2.8,1.5,0
2017,S06,Collier,S06-2017-P4,4,28,FL-8000,26.8,23.63,0.0,1.5,0
2017,S06,Collier,S06-2017-P4,5,35,FL-8000,26.2,22.27,0.0,1.5,0
2017,S06,Collier,S06-2017-P4,6,42,FL-8000,36.7,21.02,0.0,1.5,0
2017,S06,Collier,S06-2017-P4,7,49,FL-8000,25.3,22.02,4.3,1.5,0
2017,S06,Collier,S06-2017-P4,8,56,FL-8000,39.7,24.17,0.0,1.5,0
2017,S06,Collier,S06-2017-P4,9,63,FL-8000,29.8,21.27,0.0,1.5,0
2017,S06,Collier,S06-2017-P4,10,70,FL-8000,21.0,22.9,0.0,1.5,0
2017,S06,Collier,S06-2017-P4,11,77,FL-8000,38.8,23.62,0.0,1.5,0
2017,S06,Collier,S06-2017-P4,12,84,FL-8000,27.1,21.47,3.9,1.5,0
2017,S06,Collier,S06-2017-P5,1,7,Sebring,25.0,23.75,35.5,2.54,0
2017,S06,Collier,S06-2017-P5,2,14,Sebring,20.0,22.34,50.7,2.54,0
2017,S06,Collier,S06-2017-P5,3,21,Sebring,32.7,22.34,33.7,2.54,0
2017,S06,Collier,S06-2017-P5,4,28,Sebring,28.4,23.03,47.8,2.54,0
2017,S06,Collier,S06-2017-P5,5,35,Sebring,27.8,22.35,26.7,2.54,0
2017,S06,Collier,S06-2017-P5,6,42,Sebring,32.6,24.2,27.0,2.54,1
2017,S06,Collier,S06-2017-P5,7,49,Sebring,27.2,22.54,36.9,2.54,0
2017,S06,Collier,S06-2017-P5,8,56,Sebring,32.0,21.41,41.6,2.54,0
2017,S06,Collier,S06-2017-P5,9,63,Sebring,27.5,22.4,26.6,2.54,1
2017,S06,Collier,S06-2017-P5,10,70,Sebring,30.1,21.96,29.1,2.54,1
2017,S06,Collier,S06-2017-P5,11,77,Sebring,27.4,20.03,35.8,2.54,1
2017,S06,Collier,S06-2017-P5,12,84,Sebring,15.4,20.98,28.9,2.54,0
2017,S06,Collier,S06-2017-P6,1,7,FL-8000,36.4,24.61,33.9,5.04,0
2017,S06,Collier,S06-2017-P6,2,14,FL-8000,29.5,21.24,44.4,5.04,1
2017,S06,Collier,S06-2017-P6,3,21,FL-8000,30.9,22.17,49.1,5.04,1
2017,S06,Collier,S06-2017-P6,4,28,FL-8000,29.0,24.57,52.0,5.04,1
2017,S06,Collier,S06-2017-P6,5,35,FL-8000,28.2,24.17,38.0,5.04,0
2017,S06,Collier,S06-2017-P6,6,42,FL-8000,27.1,20.66,46.6,5.04,0
2017,S06,Collier,S06-2017-P6,7,49,FL-8000,30.9,23.03,61.0,5.04,1
2017,S06,Collier,S06-2017-P6,8,56,FL-8000,20.2,22.66,52.5,5.04,1
2017,S06,Collier,S06-2017-P6,9,63,FL-8000,31.2,20.33,36.4,5.04,1
2017,S06,Collier,S06-2017-P6,10,70,FL-8000,32.5,21.88,44.8,5.04,1
2017,S06,Collier,S06-2017-P6,11,77,FL-8000,35.4,23.33,33.7,5.04,1
2017,S06,Collier,S06-2017-P6,12,84,FL-8000,19.8,22.55,32.2,5.04,1
2017,S07,Miami-Dade,S07-2017-P1,1,7,Sanibel,29.2,22.69,50.7,3.26,0
2017,S07,Miami-Dade,S07-2017-P1,2,14,Sanibel,22.6,22.85,51.9,3.26,0
2017,S07,Miami-Dade,S07-2017-P1,3,21,Sanibel,34.4,24.83,38.9,3.26,0
2017,S07,Miami-Dade,S07-2017-P1,4,28,Sanibel,31.8,24.57,47.0,3.26,1
2017,S07,Miami-Dade,S07-2017-P1,5,35,Sanibel,37.7,24.03,46.4,3.26,1
2017,S07,Miami-Dade,S07-2017-P1,6,42,Sanibel,26.0,24.51,31.6,3.26,1
2017,S07,Miami-Dade,S07-2017-P1,7,49,Sanibel,33.4,23.3,47.0,3.26,1
2017,S07,Miami-Dade,S07-2017-P1,8,56,Sanibel,34.0,23.04,46.0,3.26,1
2017,S07,Miami-Dade,S07-2017-P1,9,63,Sanibel,23.9,24.69,51.7,3.26,0
2017,S07,Miami-Dade,S07-2017-P1,10,70,Sanibel,27.6,21.6,31.4,3.26,0
2017,S07,Miami-Dade,S07-2017-P1,11,77,Sanibel,27.6,23.17,50.0,3.26,0
2017,S07,Miami-Dade,S07-2017-P1,12,84,Sanibel,14.1,23.95,57.6,3.26,0
2017,S07,Miami-Dade,S07-2017-P2,1,7,Sanibel,31.4,24.01,33.1,2.83,0
2017,S07,Miami-Dade,S07-2017-P2,2,14,Sanibel,32.1,23.53,22.8,2.83,0
2017,S07,Miami-Dade,S07-2017-P2,3,21,Sanibel,23.8,24.03,26.3,2.83,0
2017,S07,Miami-Dade,S07-2017-P2,4,28,Sanibel,33.9,22.41,38.7,2.83,0
2017,S07,Miami-Dade,S07-2017-P2,5,35,Sanibel,38.1,23.2,34.1,2.83,0
2017,S07,Miami-Dade,S07-2017-P2,6,42,Sanibel,39.3,22.98,24.6,2.83,1
2017,S07,Miami-Dade,S07-2017-P2,7,49,Sanibel,29.6,23.71,22.0,2.83,0
2017,S07,Miami-Dade,S07-2017-P2,8,56,Sanibel,33.1,24.43,30.2,2.83,0
2017,S07,Miami-Dade,S07-2017-P2,9,63,Sanibel,45.2,23.47,29.4,2.83,1
2017,S07,Miami-Dade,S07-2017-P2,10,70,Sanibel,39.9,23.76,24.7,2.83,0
2017,S07,Miami-Dade,S07-2017-P2,11,77,Sanibel,24.3,23.9,34.7,2.83,0
2017,S07,Miami-Dade,S07-2017-P2,12,84,Sanibel,33.1,25.07,30.4,2.83,0
2017,S07,Miami-Dade,S07-2017-P3,1,7,FL-8000,39.2,23.41,51.0,2.56,0
2017,S07,Miami-Dade,S07-2017-P3,2,14,FL-8000,41.3,24.12,49.2,2.56,0
2017,S07,Miami-Dade,S07-2017-P3,3,21,FL-8000,35.5,24.07,46.0,2.56,1
2017,S07,Miami-Dade,S07-2017-P3,4,28,FL-8000,24.2,24.69,39.5,2.56,1
2017,S07,Miami-Dade,S07-2017-P3,5,35,FL-8000,31.9,22.13,35.1,2.56,0
2017,S07,Miami-Dade,S07-2017-P3,6,42,FL-8000,28.1,23.38,54.1,2.56,0
2017,S07,Miami-Dade,S07-2017-P3,7,49,FL-8000,45.0,25.62,41.6,2.56,1
2017,S07,Miami-Dade,S07-2017-P3,8,56,FL-8000,37.9,23.42,49.2,2.56,1
2017,S07,Miami-Dade,S07-2017-P3,9,63,FL-8000,32.1,22.45,47.5,2.56,1
2017,S07,Miami-Dade,S07-2017-P3,10,70,FL-8000,42.4,24.55,52.1,2.56,1
2017,S07,Miami-Dade,S07-2017-P3,11,77,FL-8000,39.1,21.79,53.2,2.56,1
2017,S07,Miami-Dade,S07-2017-P3,12,84,FL-8000,33.3,26.08,43.4,2.56,1
2017,S07,Miami-Dade,S07-2017-P4,1,7,FL-8000,25.3,25.29,35.4,2.51,1
2017,S07,Miami-Dade,S07-2017-P4,2,14,FL-8000,34.7,23.48,10.0,2.51,1
2017,S07,Miami-Dade,S07-2017-P4,3,21,FL-8000,24.2,22.9,11.5,2.51,1
2017,S07,Miami-Dade,S07-2017-P4,4,28,FL-8000,28.7,23.56,23.1,2.51,1
2017,S07,Miami-Dade,S07-2017-P4,5,35,FL-8000,27.5,23.41,24.1,2.51,1
2017,S07,Miami-Dade,S07-2017-P4,6,42,FL-8000,33.6,22.57,13.3,2.51,1
2017,S07,Miami-Dade,S07-2017-P4,7,49,FL-8000,30.2,22.46,10.2,2.51,0
2017,S07,Miami-Dade,S07-2017-P4,8,56,FL-8000,32.8,23.76,24.7,2.51,1
2017,S07,Miami-Dade,S07-2017-P4,9,63,FL-8000,29.6,22.12,36.6,2.51,1
2017,S07,Miami-Dade,S07-2017-P4,10,70,FL-8000,42.7,22.32,26.1,2.51,0
2017,S07,Miami-Dade,S07-2017-P4,11,77,FL-8000,25.3,24.5,22.1,2.51,1
2017,S07,Miami-Dade,S07-2017-P4,12,84,FL-8000,46.2,23.53,5.8,2.51,1
2017,S07,Miami-Dade,S07-2017-P5,1,7,Sanibel,24.7,24.09,22.9,2.84,0
2017,S07,Miami-Dade,S07-2017-P5,2,14,Sanibel,17.8,22.29,30.0,2.84,0
2017,S07,Miami-Dade,S07-2017-P5,3,21,Sanibel,42.6,24.16,30.3,2.84,0
2017,S07,Miami-Dade,S07-2017-P5,4,28,Sanibel,37.6,23.05,39.2,2.84,0
2017,S07,Miami-Dade,S07-2017-P5,5,35,Sanibel,28.8,23.68,30.2,2.84,0
2017,S07,Miami-Dade,S07-2017-P5,6,42,Sanibel,28.1,21.58,54.8,2.84,0
2017,S07,Miami-Dade,S07-2017-P5,7,49,Sanibel,26.2,20.63,29.6,2.84,0
2017,S07,Miami-Dade,S07-2017-P5,8,56,Sanibel,38.0,22.1,27.8,2.84,1
2017,S07,Miami-Dade,S07-2017-P5,9,63,Sanibel,38.8,24.01,41.4,2.84,1
2017,S07,Miami-Dade,S07-2017-P5,10,70,Sanibel,37.1,22.69,18.8,2.84,1
2017,S07,Miami-Dade,S07-2017-P5,11,77,Sanibel,49.6,21.17,30.5,2.84,1
2017,S07,Miami-Dade,S07-2017-P5,12,84,Sanibel,27.6,21.89,29.5,2.84,0
2017,S07,Miami-Dade,S07-2017-P6,1,7,FL-8000,34.5,22.78,45.2,2.51,0
2017,S07,Miami-Dade,S07-2017-P6,2,14,FL-8000,16.7,20.84,28.5,2.51,0
2017,S07,Miami-Dade,S07-2017-P6,3,21,FL-8000,32.5,24.57,47.9,2.51,0
2017,S07,Miami-Dade,S07-2017-P6,4,28,FL-8000,25.7,19.31,45.3,2.51,0
2017,S07,Miami-Dade,S07-2017-P6,5,35,FL-8000,38.6,23.9,52.9,2.51,1
2017,S07,Miami-Dade,S07-2017-P6,6,42,FL-8000,19.2,21.86,45.1,2.51,0
2017,S07,Miami-Dade,S07-2017-P6,7,49,FL-8000,24.5,23.1,34.8,2.51,0
2017,S07,Miami-Dade,S07-2017-P6,8,56,FL-8000,26.0,21.05,48.8,2.51,0
2017,S07,Miami-Dade,S07-2017-P6,9,63,FL-8000,34.5,24.45,34.3,2.51,0
2017,S07,Miami-Dade,S07-2017-P6,10,70,FL-8000,26.4,22.72,32.5,2.51,0
2017,S07,Miami-Dade,S07-2017-P6,11,77,FL-8000,28.9,23.24,36.7,2.51,0
2017,S07,Miami-Dade,S07-2017-P6,12,84,FL-8000,37.3,21.62,47.6,2.51,1
2017,S08,Miami-Dade,S08-2017-P1,1,7,FL-8000,25.3,22.93,25.7,2.3,0
2017,S08,Miami-Dade,S08-2017-P1,2,14,FL-8000,24.9,22.52,38.1,2.3,0
2017,S08,Miami-Dade,S08-2017-P1,3,21,FL-8000,30.8,22.46,44.6,2.3,0
2017,S08,Miami-Dade,S08-2017-P1,4,28,FL-8000,21.7,21.32,23.6,2.3,0
2017,S08,Miami-Dade,S08-2017-P1,5,35,FL-8000,37.6,23.63,28.8,2.3,0
2017,S08,Miami-Dade,S08-2017-P1,6,42,FL-8000,23.9,20.32,45.5,2.3,0
2017,S08,Miami-Dade,S08-2017-P1,7,49,FL-8000,23.3,22.58,39.8,2.3,0
2017,S08,Miami-Dade,S08-2017-P1,8,56,FL-8000,23.8,20.63,35.4,2.3,1
2017,S08,Miami-Dade,S08-2017-P1,9,63,FL-8000,18.2,20.28,32.3,2.3,1
2017,S08,Miami-Dade,S08-2017-P1,10,70,FL-8000,33.3,23.35,37.9,2.3,1
2017,S08,Miami-Dade,S08-2017-P1,11,77,FL-8000,25.5,21.06,48.7,2.3,1
2017,S08,Miami-Dade,S08-2017-P1,12,84,FL-8000,26.6,22.14,36.3,2.3,1
2017,S08,Miami-Dade,S08-2017-P2,1,7,Tygress,28.8,22.84,36.0,2.21,0
2017,S08,Miami-Dade,S08-2017-P2,2,14,Tygress,36.4,20.79,22.3,2.21,0
2017,S08,Miami-Dade,S08-2017-P2,3,21,Tygress,32.7,22.3,33.0,2.21,0
2017,S08,Miami-Dade,S08-2017-P2,4,28,Tygress,13.9,20.1,35.1,2.21,0
2017,S08,Miami-Dade,S08-2017-P2,5,35,Tygress,26.3,20.65,29.8,2.21,0
2017,S08,Miami-Dade,S08-2017-P2,6,42,Tygress,23.2,20.84,54.4,2.21,0
2017,S08,Miami-Dade,S08-2017-P2,7,49,Tygress,33.4,21.59,18.2,2.21,0
2017,S08,Miami-Dade,S08-2017-P2,8,56,Tygress,33.7,21.48,29.9,2.21,0
2017,S08,Miami-Dade,S08-2017-P2,9,63,Tygress,33.4,21.11,26.4,2.21,0
2017,S08,Miami-Dade,S08-2017-P2,10,70,Tygress,27.6,19.72,31.8,2.21,0
2017,S08,Miami-Dade,S08-2017-P2,11,77,Tygress,24.4,23.4,32.2,2.21,0
2017,S08,Miami-Dade,S08-2017-P2,12,84,Tygress,34.4,23.15,49.1,2.21,0
2017,S08,Miami-Dade,S08-2017-P3,1,7,Sanibel,33.6,22.23,57.7,3.72,0
2017,S08,Miami-Dade,S08-2017-P3,2,14,Sanibel,33.1,20.38,31.2,3.72,0
2017,S08,Miami-Dade,S08-2017-P3,3,21,Sanibel,32.1,21.58,41.9,3.72,1
2017,S08,Miami-Dade,S08-2017-P3,4,28,Sanibel,30.3,21.93,30.1,3.72,1
2017,S08,Miami-Dade,S08-2017-P3,5,35,Sanibel,19.2,23.29,40.0,3.72,1
2017,S08,Miami-Dade,S08-2017-P3,6,42,Sanibel,15.4,20.53,42.3,3.72,0
2017,S08,Miami-Dade,S08-2017-P3,7,49,Sanibel,45.9,20.78,39.3,3.72,1
2017,S08,Miami-Dade,S08-2017-P3,8,56,Sanibel,34.5,21.32,35.7,3.72,0
2017,S08,Miami-Dade,S08-2017-P3,9,63,Sanibel,26.5,18.77,47.6,3.72,0
2017,S08,Miami-Dade,S08-2017-P3,10,70,Sanibel,22.2,24.44,31.8,3.72,0
2017,S08,Miami-Dade,S08-2017-P3,11,77,Sanibel,31.8,21.7,24.2,3.72,1
2017,S08,Miami-Dade,S08-2017-P3,12,84,Sanibel,27.1,22.79,20.3,3.72,0
2017,S08,Miami-Dade,S08-2017-P4,1,7,Tygress,20.2,22.85,12.3,3.73,0
2017,S08,Miami-Dade,S08-2017-P4,2,14,Tygress,33.8,20.12,36.9,3.73,0
2017,S08,Miami-Dade,S08-2017-P4,3,21,Tygress,35.2,22.62,20.3,3.73,0
2017,S08,Miami-Dade,S08-2017-P4,4,28,Tygress,21.1,22.41,9.8,3.73,0
2017,S08,Miami-Dade,S08-2017-P4,5,35,Tygress,28.2,22.65,29.3,3.73,0
2017,S08,Miami-Dade,S08-2017-P4,6,42,Tygress,38.6,21.38,31.0,3.73,0
2017,S08,Miami-Dade,S08-2017-P4,7,49,Tygress,40.9,22.19,18.8,3.73,0
2017,S08,Miami-Dade,S08-2017-P4,8,56,Tygress,31.1,20.28,37.4,3.73,0
2017,S08,Miami-Dade,S08-2017-P4,9,63,Tygress,30.5,21.71,20.2,3.73,0
2017,S08,Miami-Dade,S08-2017-P4,10,70,Tygress,25.2,20.79,15.7,3.73,0
2017,S08,Miami-Dade,S08-2017-P4,11,77,Tygress,30.1,23.71,29.2,3.73,0
2017,S08,Miami-Dade,S08-2017-P4,12,84,Tygress,32.2,19.09,16.1,3.73,0
2017,S08,Miami-Dade,S08-2017-P5,1,7,FL-8000,31.2,23.96,41.7,2.35,0
2017,S08,Miami-Dade,S08-2017-P5,2,14,FL-8000,39.5,23.74,36.9,2.35,0
2017,S08,Miami-Dade,S08-2017-P5,3,21,FL-8000,33.8,23.2,45.1,2.35,0
2017,S08,Miami-Dade,S08-2017-P5,4,28,FL-8000,17.1,21.7,48.0,2.35,0
2017,S08,Miami-Dade,S08-2017-P5,5,35,FL-8000,27.8,19.95,46.8,2.35,0
2017,S08,Miami-Dade,S08-2017-P5,6,42,FL-8000,31.8,22.57,38.6,2.35,0
2017,S08,Miami-Dade,S08-2017-P5,7,49,FL-8000,30.8,21.9,44.2,2.35,0
2017,S08,Miami-Dade,S08-2017-P5,8,56,FL-8000,26.6,23.72,49.4,2.35,0
2017,S08,Miami-Dade,S08-2017-P5,9,63,FL-8000,37.4,21.57,48.5,2.35,0
2017,S08,Miami-Dade,S08-2017-P5,10,70,FL-8000,27.4,18.5,31.3,2.35,0
2017,S08,Miami-Dade,S08-2017-P5,11,77,FL-8000,20.0,22.74,63.6,2.35,0
2017,S08,Miami-Dade,S08-2017-P5,12,84,FL-8000,24.2,20.94,39.8,2.35,0
2017,S08,Miami-Dade,S08-2017-P6,1,7,Sanibel,36.1,23.21,19.3,3.78,0
2017,S08,Miami-Dade,S08-2017-P6,2,14,Sanibel,34.0,21.91,3.0,3.78,1
2017,S08,Miami-Dade,S08-2017-P6,3,21,Sanibel,34.9,23.59,17.3,3.78,0
2017,S08,Miami-Dade,S08-2017-P6,4,28,Sanibel,20.6,22.82,22.6,3.78,0
2017,S08,Miami-Dade,S08-2017-P6,5,35,Sanibel,33.6,20.67,20.9,3.78,0
2017,S08,Miami-Dade,S08-2017-P6,6,42,Sanibel,16.9,20.12,21.4,3.78,0
2017,S08,Miami-Dade,S08-2017-P6,7,49,Sanibel,32.4,25.21,27.5,3.78,1
2017,S08,Miami-Dade,S08-2017-P6,8,56,Sanibel,35.2,20.52,18.1,3.78,0
2017,S08,Miami-Dade,S08-2017-P6,9,63,Sanibel,34.5,22.53,7.3,3.78,0
2017,S08,Miami-Dade,S08-2017-P6,10,70,Sanibel,32.6,22.9,10.0,3.78,0
2017,S08,Miami-Dade,S08-2017-P6,11,77,Sanibel,24.6,20.79,13.2,3.78,0
2017,S08,Miami-Dade,S08-2017-P6,12,84,Sanibel,29.8,22.98,9.8,3.78,1
2018,S01,Manatee,S01-2018-P1,1,7,FL-8000,28.6,19.33,14.7,3.68,0
2018,S01,Manatee,S01-2018-P1,2,14,FL-8000,25.2,19.44,25.8,3.68,0
2018,S01,Manatee,S01-2018-P1,3,21,FL-8000,28.2,17.5,27.3,3.68,0
2018,S01,Manatee,S01-2018-P1,4,28,FL-8000,17.7,19.59,24.8,3.68,0
2018,S01,Manatee,S01-2018-P1,5,35,FL-8000,28.5,16.82,19.3,3.68,0
2018,S01,Manatee,S01-2018-P1,6,42,FL-8000,23.1,19.8,35.8,3.68,0
2018,S01,Manatee,S01-2018-P1,7,49,FL-8000,24.0,19.75,26.3,3.68,0
2018,S01,Manatee,S01-2018-P1,8,56,FL-8000,10.8,18.67,31.4,3.68,0
2018,S01,Manatee,S01-2018-P1,9,63,FL-8000,24.3,20.03,22.7,3.68,0
2018,S01,Manatee,S01-2018-P1,10,70,FL-8000,9.9,20.24,13.2,3.68,0
2018,S01,Manatee,S01-2018-P1,11,77,FL-8000,31.3,16.09,21.5,3.68,0
2018,S01,Manatee,S01-2018-P1,12,84,FL-8000,22.4,18.35,28.2,3.68,0
2018,S01,Manatee,S01-2018-P2,1,7,Sanibel,32.5,22.18,36.8,4.08,1
2018,S01,Manatee,S01-2018-P2,2,14,Sanibel,16.4,18.93,22.5,4.08,0
2018,S01,Manatee,S01-2018-P2,3,21,Sanibel,26.1,20.16,33.7,4.08,0
2018,S01,Manatee,S01-2018-P2,4,28,Sanibel,27.9,19.25,21.6,4.08,0
2018,S01,Manatee,S01-2018-P2,5,35,Sanibel,22.1,19.83,33.8,4.08,0
2018,S01,Manatee,S01-2018-P2,6,42,Sanibel,18.7,19.96,30.8,4.08,0
2018,S01,Manatee,S01-2018-P2,7,49,Sanibel,25.8,19.87,27.2,4.08,0
2018,S01,Manatee,S01-2018-P2,8,56,Sanibel,21.4,21.12,34.9,4.08,0
2018,S01,Manatee,S01-2018-P2,9,63,Sanibel,34.8,18.0,20.7,4.08,0
2018,S01,Manatee,S01-2018-P2,10,70,Sanibel,17.8,18.84,34.6,4.08,0
2018,S01,Manatee,S01-2018-P2,11,77,Sanibel,20.5,19.73,36.3,4.08,0
2018,S01,Manatee,S01-2018-P2,12,84,Sanibel,35.4,18.81,40.8,4.08,0
2018,S01,Manatee,S01-2018-P3,1,7,Tygress,18.7,18.83,19.5,3.59,0
2018,S01,Manatee,S01-2018-P3,2,14,Tygress,14.0,19.84,11.9,3.59,0
2018,S01,Manatee,S01-2018-P3,3,21,Tygress,22.8,18.32,23.5,3.59,0
2018,S01,Manatee,S01-2018-P3,4,28,Tygress,32.9,20.89,12.2,3.59,0
2018,S01,Manatee,S01-2018-P3,5,35,Tygress,30.9,18.89,26.4,3.59,0
2018,S01,Manatee,S01-2018-P3,6,42,Tygress,15.9,22.14,2.9,3.59,0
2018,S01,Manatee,S01-2018-P3,7,49,Tygress,29.3,18.24,25.0,3.59,0
2018,S01,Manatee,S01-2018-P3,8,56,Tygress,31.3,20.92,8.5,3.59,0
2018,S01,Manatee,S01-2018-P3,9,63,Tygress,28.2,21.94,12.3,3.59,0
2018,S01,Manatee,S01-2018-P3,10,70,Tygress,27.5,19.11,19.9,3.59,0
2018,S01,Manatee,S01-2018-P3,11,77,Tygress,23.2,19.22,0.0,3.59,0
2018,S01,Manatee,S01-2018-P3,12,84,Tygress,21.9,21.59,22.0,3.59,0
2018,S01,Manatee,S01-2018-P4,1,7,FL-8000,23.8,19.67,11.7,3.01,0
2018,S01,Manatee,S01-2018-P4,2,14,FL-8000,21.6,21.4,13.4,3.01,0
2018,S01,Manatee,S01-2018-P4,3,21,FL-8000,24.6,20.14,11.7,3.01,0
2018,S01,Manatee,S01-2018-P4,4,28,FL-8000,22.5,18.19,24.1,3.01,0
2018,S01,Manatee,S01-2018-P4,5,35,FL-8000,23.8,20.71,8.8,3.01,0
2018,S01,Manatee,S01-2018-P4,6,42,FL-8000,23.0,18.44,0.0,3.01,0
