year,site,county,plot,cultivar,transplant_source,wetness_hours,mean_temp_c,max_temp_c,rain_mm,inoculum_log,soil_ph,dist_to_road_m,final_severity,audpc
2020,S03,Hillsborough,S03-2020-P5,Sanibel,on-farm,209.8,25.6,32.2,97.0,3.97,6.05,781.0,19.26,207.2
2020,S03,Hillsborough,S03-2020-P6,FL-8000,certified,225.0,26.12,34.6,225.7,3.24,6.54,675.0,8.4,94.5
2020,S04,Hillsborough,S04-2020-P1,FL-8000,regional,218.0,24.88,31.04,229.0,4.75,6.58,137.0,51.7,581.8
2020,S04,Hillsborough,S04-2020-P2,Sebring,regional,213.7,25.49,31.54,323.1,3.07,6.26,213.0,8.34,101.8
2020,S04,Hillsborough,S04-2020-P3,Sebring,regional,217.5,25.21,32.05,194.8,2.98,6.53,483.0,32.87,326.9
2020,S04,Hillsborough,S04-2020-P4,Sebring,certified,206.0,25.42,32.19,428.9,3.03,6.31,778.0,2.03,18.8
2020,S04,Hillsborough,S04-2020-P5,FL-8000,on-farm,246.0,25.89,32.13,334.4,2.65,6.57,37.0,22.68,244.0
2020,S04,Hillsborough,S04-2020-P6,Sanibel,regional,240.4,24.7,30.98,224.7,3.92,5.99,654.0,5.22,57.3
2020,S05,Collier,S05-2020-P1,FL-8000,regional,320.9,24.69,30.96,325.6,3.21,6.39,61.0,82.64,794.4
2020,S05,Collier,S05-2020-P2,FL-8000,regional,314.5,25.06,31.23,502.4,1.56,6.63,699.0,85.24,1010.6
2020,S05,Collier,S05-2020-P3,FL-8000,on-farm,294.8,25.97,32.89,383.1,3.36,6.2,250.0,74.41,840.8
2020,S05,Collier,S05-2020-P4,Sanibel,regional,311.9,26.26,32.02,282.4,2.02,6.53,264.0,33.06,396.8
2020,S05,Collier,S05-2020-P5,FL-8000,regional,297.8,26.03,32.77,137.8,3.3,6.35,165.0,11.6,156.5
2020,S05,Collier,S05-2020-P6,Sanibel,on-farm,325.1,26.64,32.32,468.6,2.88,6.49,233.0,32.74,359.1
2020,S06,Collier,S06-2020-P1,Sanibel,on-farm,232.5,25.0,31.53,120.2,2.88,6.54,607.0,43.64,472.7
2020,S06,Collier,S06-2020-P2,Sanibel,regional,215.7,24.8,31.5,14.7,2.82,6.32,677.0,2.93,35.5
2020,S06,Collier,S06-2020-P3,Tygress,regional,194.7,24.87,31.86,244.4,3.96,5.83,136.0,16.12,154.9
2020,S06,Collier,S06-2020-P4,FL-8000,on-farm,242.8,23.83,30.84,255.1,3.38,6.9,462.0,32.27,376.6
2020,S06,Collier,S06-2020-P5,FL-8000,certified,215.5,25.09,31.32,269.3,3.01,6.66,211.0,60.64,617.6
2020,S06,Collier,S06-2020-P6,Sebring,on-farm,240.6,24.83,30.86,308.2,3.16,6.23,654.0,31.87,346.2
2020,S07,Miami-Dade,S07-2020-P1,HM-1823,certified,291.1,25.38,31.56,230.7,1.41,6.45,241.0,37.08,336.1
2020,S07,Miami-Dade,S07-2020-P2,FL-8000,on-farm,236.5,25.82,32.56,253.4,5.19,6.84,825.0,47.0,626.8
2020,S07,Miami-Dade,S07-2020-P3,Tygress,certified,237.7,25.72,32.58,71.9,2.94,6.43,873.0,21.34,242.1
2020,S07,Miami-Dade,S07-2020-P4,Sanibel,certified,220.1,25.33,32.74,242.5,2.97,6.56,829.0,15.95,185.4
2020,S07,Miami-Dade,S07-2020-P5,Sebring,certified,255.3,25.71,32.02,323.6,5.56,6.45,77.0,54.44,698.1
2020,S07,Miami-Dade,S07-2020-P6,Tygress,certified,249.5,24.98,31.89,260.8,3.27,6.76,777.0,22.41,206.9
2020,S08,Miami-Dade,S08-2020-P1,Tygress,on-farm,284.4,25.82,32.47,335.1,3.03,6.48,181.0,32.86,370.9
2020,S08,Miami-Dade,S08-2020-P2,Tygress,on-farm,267.7,25.94,31.87,190.2,3.32,6.27,637.0,19.8,257.0
2020,S08,Miami-Dade,S08-2020-P3,FL-8000,regional,301.3,24.94,31.56,210.6,1.61,6.6,778.0,11.4,142.9
2020,S08,Miami-Dade,S08-2020-P4,Tygress,certified,271.2,25.62,31.9,370.6,2.06,6.12,127.0,38.73,394.1
2020,S08,Miami-Dade,S08-2020-P5,HM-1823,regional,311.8,25.22,32.16,392.0,2.49,6.42,736.0,70.18,753.3
2020,S08,Miami-Dade,S08-2020-P6,Sanibel,regional,311.6,25.8,31.57,410.5,2.85,6.54,238.0,29.85,334.5
2021,S01,Manatee,S01-2021-P1,Sanibel,on-farm,328.3,22.99,28.71,282.0,1.88,6.21,93.0,46.51,487.2
2021,S01,Manatee,S01-2021-P2,Sanibel,on-farm,335.6,23.59,29.67,606.5,2.44,5.96,558.0,71.53,826.6
2021,S01,Manatee,S01-2021-P3,HM-1823,certified,327.0,23.65,30.84,324.6,2.69,6.47,559.0,24.26,256.0
2021,S01,Manatee,S01-2021-P4,Sanibel,certified,327.3,23.95,30.11,213.4,4.48,6.87,644.0,73.33,783.0
2021,S01,Manatee,S01-2021-P5,HM-1823,certified,322.5,23.78,30.08,338.0,2.74,5.93,460.0,60.42,700.3
2021,S01,Manatee,S01-2021-P6,FL-8000,regional,306.2,23.75,30.54,233.0,4.2,6.68,527.0,59.79,653.7
2021,S02,Manatee,S02-2021-P1,FL-8000,certified,403.3,22.88,29.48,403.4,3.63,6.32,64.0,33.18,415.5
2021,S02,Manatee,S02-2021-P2,FL-8000,regional,406.9,23.44,30.02,329.9,4.22,6.73,170.0,68.72,695.1
2021,S02,Manatee,S02-2021-P3,Sanibel,certified,413.9,22.75,30.58,438.5,2.67,6.54,575.0,57.33,685.8
2021,S02,Manatee,S02-2021-P4,Sanibel,on-farm,446.6,23.67,30.52,395.2,3.48,7.1,269.0,89.84,955.3
2021,S02,Manatee,S02-2021-P5,FL-8000,regional,356.0,23.5,29.87,254.1,4.15,5.89,148.0,39.76,538.1
2021,S02,Manatee,S02-2021-P6,HM-1823,on-farm,413.9,22.73,30.25,564.6,2.45,6.02,595.0,86.47,1119.6
2021,S03,Hillsborough,S03-2021-P1,FL-8000,certified,364.5,23.2,29.97,563.4,3.97,6.66,611.0,86.12,939.8
2021,S03,Hillsborough,S03-2021-P2,HM-1823,regional,342.4,23.64,30.89,238.5,1.97,6.52,171.0,82.83,923.6
2021,S03,Hillsborough,S03-2021-P3,FL-8000,regional,355.2,23.61,30.65,257.8,4.12,6.18,231.0,74.9,812.0
2021,S03,Hillsborough,S03-2021-P4,FL-8000,regional,320.4,22.94,30.29,329.4,3.4,6.56,711.0,76.18,878.0
2021,S03,Hillsborough,S03-2021-P5,Sanibel,certified,330.4,23.42,30.65,448.5,3.07,6.14,834.0,43.06,501.0
2021,S03,Hillsborough,S03-2021-P6,FL-8000,certified,308.6,23.46,30.0,375.4,4.5,6.72,797.0,74.74,796.3
2021,S04,Hillsborough,S04-2021-P1,Sanibel,certified,305.0,24.31,31.17,209.6,3.0,6.35,148.0,17.64,215.0
2021,S04,Hillsborough,S04-2021-P2,FL-8000,on-farm,291.9,24.19,30.36,193.0,,5.86,644.0,88.58,908.5
2021,S04,Hillsborough,S04-2021-P3,HM-1823,on-farm,336.6,23.71,30.9,201.4,2.28,6.27,177.0,35.15,371.0
2021,S04,Hillsborough,S04-2021-P4,FL-8000,certified,337.6,23.56,30.56,629.4,1.97,6.03,170.0,30.96,451.8
2021,S04,Hillsborough,S04-2021-P5,Sanibel,regional,296.3,24.29,30.9,143.6,3.38,6.17,599.0,35.36,439.0
2021,S04,Hillsborough,S04-2021-P6,Tygress,on-farm,323.9,24.09,31.44,557.9,3.09,6.14,737.0,40.71,402.1
2021,S05,Collier,S05-2021-P1,Sanibel,certified,347.5,25.72,32.18,297.6,1.98,6.03,427.0,20.51,234.3
2021,S05,Collier,S05-2021-P2,Sanibel,certified,374.7,26.31,33.41,415.6,3.21,6.33,427.0,72.99,799.0
2021,S05,Collier,S05-2021-P3,Sanibel,regional,378.4,25.38,32.9,457.9,2.66,6.04,754.0,58.34,646.1
2021,S05,Collier,S05-2021-P4,Tygress,regional,360.2,25.74,31.94,579.2,2.34,6.41,527.0,66.08,717.4
2021,S05,Collier,S05-2021-P5,Tygress,on-farm,395.1,25.08,31.84,331.8,3.19,6.06,653.0,45.39,584.7
2021,S05,Collier,S05-2021-P6,FL-8000,regional,382.6,25.5,32.37,574.2,2.66,6.2,215.0,71.84,840.6
2021,S06,Collier,S06-2021-P1,HM-1823,certified,298.9,23.82,30.56,270.9,2.07,6.53,716.0,63.66,732.2
2021,S06,Collier,S06-2021-P2,FL-8000,regional,316.1,22.4,29.42,326.5,2.7,7.0,622.0,27.87,381.1
2021,S06,Collier,S06-2021-P3,Tygress,on-farm,342.5,24.09,32.1,512.6,3.91,6.59,693.0,58.02,709.2
2021,S06,Collier,S06-2021-P4,Tygress,regional,340.1,22.63,29.92,332.6,1.72,6.31,503.0,15.44,184.4
2021,S06,Collier,S06-2021-P5,Sebring,certified,317.9,23.18,30.9,337.1,4.11,6.43,402.0,93.88,1105.5
2021,S06,Collier,S06-2021-P6,Sanibel,on-farm,327.2,23.6,30.35,447.7,3.38,6.52,576.0,81.34,907.3
2021,S07,Miami-Dade,S07-2021-P1,Sebring,on-farm,358.3,23.74,29.84,276.7,2.75,6.52,358.0,40.17,455.6
2021,S07,Miami-Dade,S07-2021-P2,HM-1823,certified,392.1,23.76,29.85,279.1,3.76,6.55,724.0,63.42,792.7
2021,S07,Miami-Dade,S07-2021-P3,Tygress,certified,393.8,22.66,28.52,454.7,4.32,6.33,716.0,42.99,533.7
2021,S07,Miami-Dade,S07-2021-P4,FL-8000,on-farm,390.7,23.11,30.46,467.4,4.22,6.74,434.0,91.43,1237.5
2021,S07,Miami-Dade,S07-2021-P5,FL-8000,on-farm,359.5,22.04,28.22,561.5,3.72,6.67,762.0,87.42,960.8
2021,S07,Miami-Dade,S07-2021-P6,FL-8000,regional,382.6,23.6,30.29,467.1,3.71,7.1,781.0,61.38,734.4
2021,S08,Miami-Dade,S08-2021-P1,Sebring,regional,305.2,23.87,29.62,347.9,1.77,6.21,802.0,45.08,579.1
2021,S08,Miami-Dade,S08-2021-P2,HM-1823,regional,334.0,23.94,31.17,428.3,3.41,6.43,453.0,91.85,843.6
2021,S08,Miami-Dade,S08-2021-P3,Sebring,on-farm,297.0,23.39,30.15,298.8,4.12,6.21,400.0,90.55,1124.0
2021,S08,Miami-Dade,S08-2021-P4,Sanibel,regional,287.1,24.07,30.81,435.3,2.86,6.5,533.0,22.38,214.7
2021,S08,Miami-Dade,S08-2021-P5,FL-8000,regional,326.0,24.38,31.3,325.0,1.94,6.44,598.0,27.0,300.9
2021,S08,Miami-Dade,S08-2021-P6,FL-8000,on-farm,296.8,23.28,29.93,372.6,2.86,6.51,510.0,80.25,942.4
2022,S01,Manatee,S01-2022-P1,Sanibel,certified,346.8,23.34,31.14,333.8,2.42,5.9,165.0,29.76,243.5
2022,S01,Manatee,S01-2022-P2,Tygress,regional,357.2,22.27,29.28,294.8,3.64,6.7,811.0,24.68,294.1
2022,S01,Manatee,S01-2022-P3,FL-8000,on-farm,334.1,23.79,29.61,341.6,1.58,6.42,831.0,44.92,429.2
2022,S01,Manatee,S01-2022-P4,Tygress,certified,331.6,23.56,30.21,245.5,3.17,6.13,461.0,31.88,376.7
2022,S01,Manatee,S01-2022-P5,FL-8000,certified,394.7,23.03,28.98,487.3,3.49,6.26,260.0,75.98,950.7
2022,S01,Manatee,S01-2022-P6,FL-8000,regional,321.3,22.39,27.75,378.2,4.62,6.47,314.0,52.84,529.2
2022,S02,Manatee,S02-2022-P1,FL-8000,regional,324.3,22.5,29.05,332.3,0.96,6.62,652.0,35.65,399.3
2022,S02,Manatee,S02-2022-P2,FL-8000,on-farm,368.8,22.31,29.12,395.1,3.0,6.57,148.0,58.48,648.0
2022,S02,Manatee,S02-2022-P3,Sebring,regional,331.4,23.11,28.86,262.3,2.83,7.19,136.0,22.43,297.9
2022,S02,Manatee,S02-2022-P4,HM-1823,on-farm,343.1,22.23,29.26,575.7,2.81,6.91,239.0,58.05,709.7
2022,S02,Manatee,S02-2022-P5,Sanibel,on-farm,326.6,23.29,29.92,214.9,2.88,6.98,85.0,26.56,271.6
2022,S02,Manatee,S02-2022-P6,FL-8000,certified,357.1,22.01,29.89,347.3,1.76,6.3,222.0,44.82,484.1
2022,S03,Hillsborough,S03-2022-P1,Sebring,regional,395.9,21.8,28.79,546.1,2.34,6.73,372.0,62.67,734.7
2022,S03,Hillsborough,S03-2022-P2,FL-8000,regional,389.3,21.73,28.28,272.4,3.54,7.07,465.0,27.41,311.3
2022,S03,Hillsborough,S03-2022-P3,HM-1823,regional,348.1,21.97,29.42,357.2,3.02,6.28,181.0,74.06,1069.0
2022,S03,Hillsborough,S03-2022-P4,Tygress,certified,396.1,22.82,30.19,435.7,2.33,6.3,167.0,59.19,736.5
2022,S03,Hillsborough,S03-2022-P5,HM-1823,certified,380.9,21.93,30.06,398.5,3.61,6.33,288.0,63.94,797.6
2022,S03,Hillsborough,S03-2022-P6,FL-8000,regional,365.7,21.12,28.2,262.4,4.02,6.63,192.0,72.29,723.1
2022,S04,Hillsborough,S04-2022-P1,Sanibel,certified,387.0,21.56,27.9,348.7,2.74,6.17,825.0,15.92,186.5
2022,S04,Hillsborough,S04-2022-P2,Tygress,on-farm,421.3,21.26,28.77,425.9,3.11,6.73,566.0,13.64,153.1
2022,S04,Hillsborough,S04-2022-P3,HM-1823,certified,413.6,22.0,28.67,412.8,4.06,6.09,363.0,24.61,318.6
2022,S04,Hillsborough,S04-2022-P4,Sebring,certified,390.8,20.73,27.16,357.9,3.73,6.54,702.0,39.71,455.2
2022,S04,Hillsborough,S04-2022-P5,FL-8000,regional,397.0,20.49,28.03,270.9,2.95,6.47,825.0,25.06,246.5
2022,S04,Hillsborough,S04-2022-P6,Tygress,certified,415.2,21.75,28.43,536.1,3.68,6.09,61.0,29.51,313.7
2022,S05,Collier,S05-2022-P1,Sebring,on-farm,339.8,22.17,29.8,364.9,2.16,6.22,458.0,15.23,189.8
2022,S05,Collier,S05-2022-P2,FL-8000,certified,315.5,22.7,30.46,261.3,3.56,6.29,433.0,54.4,628.7
2022,S05,Collier,S05-2022-P3,Tygress,regional,315.6,22.44,28.97,426.0,3.93,6.53,335.0,56.99,710.2
2022,S05,Collier,S05-2022-P4,FL-8000,on-farm,335.1,22.63,29.98,183.8,3.07,6.46,880.0,56.2,445.2
2022,S05,Collier,S05-2022-P5,FL-8000,regional,282.2,22.59,29.02,159.2,4.0,5.99,614.0,59.07,674.9
2022,S05,Collier,S05-2022-P6,HM-1823,regional,347.8,22.38,28.02,414.9,2.29,7.05,848.0,35.65,443.5
2022,S06,Collier,S06-2022-P1,FL-8000,certified,376.3,21.89,28.29,586.7,4.75,6.07,645.0,68.47,829.5
2022,S06,Collier,S06-2022-P2,FL-8000,regional,353.0,22.6,29.33,553.3,3.38,6.5,91.0,57.19,686.4
2022,S06,Collier,S06-2022-P3,Sanibel,on-farm,334.4,22.77,29.32,628.5,3.37,6.51,845.0,75.85,810.6
2022,S06,Collier,S06-2022-P4,Sebring,certified,351.0,22.68,29.48,193.6,2.19,7.07,253.0,9.96,103.7
2022,S06,Collier,S06-2022-P5,Sanibel,regional,335.3,22.31,28.67,318.4,2.96,6.34,773.0,24.96,288.1
2022,S06,Collier,S06-2022-P6,Tygress,certified,345.1,22.88,29.29,367.8,3.15,6.59,115.0,13.16,141.6
2022,S07,Miami-Dade,S07-2022-P1,FL-8000,on-farm,347.7,21.97,29.02,301.1,4.84,5.98,690.0,37.3,452.6
2022,S07,Miami-Dade,S07-2022-P2,Sanibel,certified,342.4,22.08,29.51,124.3,2.43,6.67,392.0,3.43,35.2
2022,S07,Miami-Dade,S07-2022-P3,FL-8000,regional,344.1,21.65,29.19,192.5,4.01,6.46,117.0,39.99,538.0
2022,S07,Miami-Dade,S07-2022-P4,FL-8000,certified,337.8,22.94,29.71,303.2,4.01,6.12,548.0,59.11,823.6
2022,S07,Miami-Dade,S07-2022-P5,Tygress,regional,324.2,21.36,28.2,244.9,2.08,6.49,347.0,8.42,90.0
2022,S07,Miami-Dade,S07-2022-P6,Tygress,certified,342.8,21.8,28.12,528.3,1.27,6.38,267.0,18.29,197.5
2022,S08,Miami-Dade,S08-2022-P1,Sebring,certified,370.5,21.72,29.08,351.0,4.7,6.88,881.0,63.01,682.1
2022,S08,Miami-Dade,S08-2022-P2,Sanibel,on-farm,323.6,21.87,28.37,403.4,4.17,6.46,142.0,27.02,275.6
2022,S08,Miami-Dade,S08-2022-P3,HM-1823,certified,343.6,21.67,29.66,206.9,2.5,6.52,838.0,41.29,516.5
2022,S08,Miami-Dade,S08-2022-P4,Tygress,certified,327.8,21.4,28.4,310.1,1.3,6.36,856.0,4.43,56.2
2022,S08,Miami-Dade,S08-2022-P5,Sanibel,regional,353.0,20.76,27.55,261.6,3.21,6.56,701.0,38.43,389.0
2022,S08,Miami-Dade,S08-2022-P6,Sanibel,certified,375.0,21.43,29.21,317.5,4.12,6.16,570.0,28.2,341.6
2023,S01,Manatee,S01-2023-P1,Sanibel,on-farm,291.5,23.29,30.75,260.8,3.39,7.11,245.0,36.36,506.7
2023,S01,Manatee,S01-2023-P2,FL-8000,certified,302.5,23.47,30.99,576.0,3.65,6.67,85.0,59.11,717.2
2023,S01,Manatee,S01-2023-P3,Sebring,on-farm,288.1,23.94,31.2,348.5,2.23,6.46,534.0,28.87,367.5
2023,S01,Manatee,S01-2023-P4,Sanibel,regional,282.7,23.55,29.78,334.7,3.14,6.43,770.0,10.4,125.1
2023,S01,Manatee,S01-2023-P5,HM-1823,regional,315.4,24.87,30.76,152.0,4.01,6.25,872.0,53.48,631.4
2023,S01,Manatee,S01-2023-P6,Sebring,regional,319.6,23.48,29.88,414.2,5.08,6.46,28.0,34.82,407.8
2023,S02,Manatee,S02-2023-P1,HM-1823,certified,382.8,23.25,30.64,542.0,2.0,6.15,629.0,61.02,832.8
2023,S02,Manatee,S02-2023-P2,FL-8000,on-farm,367.5,23.08,30.31,381.7,2.8,6.52,556.0,59.57,712.2
2023,S02,Manatee,S02-2023-P3,Sebring,on-farm,358.8,23.08,30.04,439.8,2.91,6.49,517.0,35.77,376.5
2023,S02,Manatee,S02-2023-P4,HM-1823,certified,366.5,23.22,30.32,184.6,2.53,5.86,153.0,44.28,519.8
2023,S02,Manatee,S02-2023-P5,FL-8000,certified,325.7,22.7,28.38,265.9,3.35,6.76,468.0,37.0,478.8
2023,S02,Manatee,S02-2023-P6,FL-8000,regional,355.6,24.42,31.03,531.9,2.59,6.6,373.0,50.42,533.9
2023,S03,Hillsborough,S03-2023-P1,FL-8000,certified,287.4,23.25,29.99,379.6,3.52,6.74,534.0,37.44,417.4
2023,S03,Hillsborough,S03-2023-P2,Sebring,certified,299.4,22.59,29.5,357.2,3.26,6.13,870.0,66.57,757.8
2023,S03,Hillsborough,S03-2023-P3,Sebring,regional,281.3,22.27,28.62,226.8,3.65,6.75,645.0,35.75,444.8
2023,S03,Hillsborough,S03-2023-P4,Sebring,on-farm,303.0,22.38,28.68,0.0,4.02,6.22,529.0,21.09,278.7
2023,S03,Hillsborough,S03-2023-P5,FL-8000,regional,296.5,21.72,27.97,399.5,3.85,6.46,42.0,64.99,757.1
2023,S03,Hillsborough,S03-2023-P6,FL-8000,regional,295.6,22.49,29.67,220.0,2.16,6.71,368.0,2.16,21.5
2023,S04,Hillsborough,S04-2023-P1,Sebring,certified,290.9,23.5,30.54,314.4,3.65,6.5,513.0,30.71,389.6
2023,S04,Hillsborough,S04-2023-P2,Sanibel,on-farm,306.8,23.31,30.29,284.3,1.72,6.02,757.0,23.58,313.6
2023,S04,Hillsborough,S04-2023-P3,Sebring,on-farm,306.9,23.49,29.65,352.8,2.85,6.33,863.0,47.11,489.5
2023,S04,Hillsborough,S04-2023-P4,Sanibel,certified,302.4,24.66,30.57,320.3,2.37,6.62,591.0,35.52,369.3
2023,S04,Hillsborough,S04-2023-P5,FL-8000,certified,313.3,24.74,31.36,364.1,3.85,6.62,834.0,42.85,531.5
2023,S04,Hillsborough,S04-2023-P6,Sanibel,certified,309.8,24.31,30.24,286.4,3.34,6.13,786.0,47.56,588.4
2023,S05,Collier,S05-2023-P1,Sanibel,on-farm,386.9,23.44,30.04,388.6,2.69,5.38,682.0,64.29,676.3
2023,S05,Collier,S05-2023-P2,Sanibel,on-farm,318.2,24.16,30.29,290.5,1.8,6.44,310.0,5.88,64.5
2023,S05,Collier,S05-2023-P3,Tygress,regional,356.3,24.48,31.37,447.8,2.76,6.29,295.0,41.4,516.9
2023,S05,Collier,S05-2023-P4,Tygress,certified,343.6,23.09,29.3,169.3,3.15,6.32,266.0,13.73,177.9
2023,S05,Collier,S05-2023-P5,Tygress,on-farm,369.4,23.68,30.68,394.4,2.73,6.67,430.0,21.93,259.2
2023,S05,Collier,S05-2023-P6,HM-1823,on-farm,346.2,24.02,30.82,338.8,3.63,7.41,250.0,50.88,610.9
2023,S06,Collier,S06-2023-P1,FL-8000,certified,302.2,22.21,29.11,253.3,3.36,6.42,135.0,29.36,334.7
2023,S06,Collier,S06-2023-P2,HM-1823,regional,278.4,21.46,28.46,411.4,1.53,6.66,225.0,39.03,438.7
2023,S06,Collier,S06-2023-P3,HM-1823,regional,299.0,21.15,27.39,363.8,3.19,6.28,355.0,21.27,189.1
2023,S06,Collier,S06-2023-P4,FL-8000,certified,302.7,21.22,28.98,258.0,3.46,6.59,93.0,21.21,220.7
2023,S06,Collier,S06-2023-P5,Sanibel,on-farm,317.2,20.92,28.63,326.5,3.35,5.89,307.0,28.65,304.0
2023,S06,Collier,S06-2023-P6,Tygress,certified,301.9,21.15,27.93,384.3,2.71,6.88,494.0,12.62,119.9
2023,S07,Miami-Dade,S07-2023-P1,FL-8000,regional,334.6,23.49,29.67,322.6,3.75,6.21,235.0,33.13,354.6
2023,S07,Miami-Dade,S07-2023-P2,Sebring,on-farm,350.0,25.32,31.87,255.3,2.69,6.69,649.0,30.32,330.5
2023,S07,Miami-Dade,S07-2023-P3,Sanibel,on-farm,355.6,25.03,31.9,477.4,3.17,5.62,444.0,54.6,665.8
2023,S07,Miami-Dade,S07-2023-P4,Sebring,regional,374.7,23.61,29.57,211.0,2.59,6.4,293.0,29.49,342.3
2023,S07,Miami-Dade,S07-2023-P5,FL-8000,certified,363.0,24.81,31.17,238.1,2.9,6.4,551.0,58.71,756.7
2023,S07,Miami-Dade,S07-2023-P6,HM-1823,regional,361.5,24.17,31.37,355.6,3.67,6.47,120.0,70.57,837.2
2023,S08,Miami-Dade,S08-2023-P1,FL-8000,certified,299.9,22.43,29.42,337.6,3.74,6.02,508.0,56.6,604.3
2023,S08,Miami-Dade,S08-2023-P2,Sanibel,certified,360.5,22.54,29.07,313.3,1.53,6.85,25.0,13.82,167.4
2023,S08,Miami-Dade,S08-2023-P3,Tygress,certified,361.0,22.53,29.44,423.7,1.82,5.94,224.0,35.91,432.8
2023,S08,Miami-Dade,S08-2023-P4,Tygress,on-farm,319.8,23.53,30.51,196.1,3.29,6.61,148.0,17.71,187.9
2023,S08,Miami-Dade,S08-2023-P5,Sanibel,regional,304.2,22.17,28.07,461.4,,6.07,710.0,44.54,618.6
2023,S08,Miami-Dade,S08-2023-P6,HM-1823,on-farm,294.0,23.28,30.43,170.4,3.29,6.8,67.0,41.12,562.9
2024,S01,Manatee,S01-2024-P1,Sanibel,regional,270.0,23.85,30.98,177.8,2.79,6.75,221.0,19.52,242.9
2024,S01,Manatee,S01-2024-P2,Sebring,on-farm,297.2,23.83,29.5,189.3,2.86,6.32,698.0,54.85,654.1
2024,S01,Manatee,S01-2024-P3,Sanibel,certified,291.8,23.98,31.38,285.6,3.23,6.08,790.0,64.82,682.4
2024,S01,Manatee,S01-2024-P4,Tygress,regional,274.2,24.46,31.33,260.3,2.59,5.45,453.0,16.0,206.0
2024,S01,Manatee,S01-2024-P5,Sanibel,certified,289.3,24.67,31.04,330.9,4.45,6.39,604.0,53.81,558.6
2024,S01,Manatee,S01-2024-P6,Tygress,regional,323.5,24.37,31.33,129.7,1.91,6.05,226.0,12.79,135.5
2024,S02,Manatee,S02-2024-P1,FL-8000,certified,275.6,25.38,32.48,169.6,3.12,6.86,509.0,46.51,514.2
2024,S02,Manatee,S02-2024-P2,Tygress,certified,304.2,25.53,32.6,416.3,3.61,6.32,709.0,46.16,545.7
2024,S02,Manatee,S02-2024-P3,FL-8000,regional,281.3,25.55,32.14,398.1,3.46,6.7,791.0,85.88,1142.2
2024,S02,Manatee,S02-2024-P4,Tygress,certified,264.1,25.64,32.8,314.9,3.51,6.69,278.0,64.98,889.9
2024,S02,Manatee,S02-2024-P5,FL-8000,on-farm,273.6,25.84,33.89,400.5,2.68,6.51,372.0,75.92,967.5
2024,S02,Manatee,S02-2024-P6,FL-8000,certified,282.7,25.96,32.05,301.6,3.14,6.18,724.0,64.85,713.9
2024,S03,Hillsborough,S03-2024-P1,Sebring,on-farm,262.8,23.85,30.22,368.3,2.18,6.75,107.0,59.78,722.3
2024,S03,Hillsborough,S03-2024-P2,FL-8000,on-farm,239.5,24.42,31.64,316.4,2.98,6.29,673.0,75.16,725.8
2024,S03,Hillsborough,S03-2024-P3,Sebring,on-farm,244.7,24.49,30.85,362.5,2.14,6.68,896.0,54.12,557.0
2024,S03,Hillsborough,S03-2024-P4,Sebring,certified,278.1,24.39,31.17,552.1,3.37,5.93,717.0,85.33,1028.9
2024,S03,Hillsborough,S03-2024-P5,Sanibel,certified,268.6,23.66,30.18,179.4,2.78,6.2,390.0,10.42,123.6
2024,S03,Hillsborough,S03-2024-P6,Sanibel,certified,228.7,23.99,30.46,171.4,3.3,7.35,597.0,66.91,867.3
2024,S04,Hillsborough,S04-2024-P1,Sebring,certified,326.2,25.19,31.05,372.2,2.89,6.13,723.0,29.9,366.2
2024,S04,Hillsborough,S04-2024-P2,Sebring,regional,317.4,25.44,32.74,243.7,3.92,6.4,223.0,60.99,773.7
2024,S04,Hillsborough,S04-2024-P3,HM-1823,on-farm,280.1,25.31,32.08,376.6,3.75,6.57,836.0,61.63,606.4
2024,S04,Hillsborough,S04-2024-P4,Tygress,certified,293.6,25.17,32.12,134.8,1.65,6.17,808.0,14.55,163.3
2024,S04,Hillsborough,S04-2024-P5,FL-8000,on-farm,301.3,24.9,32.42,426.0,3.23,6.38,165.0,26.4,299.0
2024,S04,Hillsborough,S04-2024-P6,FL-8000,on-farm,285.2,24.94,31.98,490.9,3.86,6.34,642.0,88.59,896.5
2024,S05,Collier,S05-2024-P1,Sanibel,certified,303.0,25.65,32.14,250.0,3.24,6.65,571.0,81.78,963.0
2024,S05,Collier,S05-2024-P2,Sebring,certified,262.1,25.58,31.64,310.6,1.38,6.35,355.0,56.25,623.0
2024,S05,Collier,S05-2024-P3,Sanibel,on-farm,297.1,24.49,31.17,377.0,,6.63,335.0,69.95,766.8
2024,S05,Collier,S05-2024-P4,FL-8000,on-farm,291.6,26.0,33.07,299.2,4.28,6.66,671.0,88.91,1033.2
2024,S05,Collier,S05-2024-P5,Sanibel,certified,302.0,25.62,32.71,317.9,4.02,6.09,124.0,67.32,681.8
2024,S05,Collier,S05-2024-P6,FL-8000,certified,288.0,25.13,32.21,137.9,3.62,6.88,817.0,70.35,751.8
2024,S06,Collier,S06-2024-P1,Sebring,certified,264.9,24.75,31.8,217.7,3.47,6.78,288.0,65.9,789.9
2024,S06,Collier,S06-2024-P2,Tygress,regional,297.0,25.02,32.89,195.2,3.95,6.69,782.0,25.72,338.1
2024,S06,Collier,S06-2024-P3,Tygress,certified,259.8,25.09,32.12,287.5,2.18,6.33,883.0,12.55,157.4
2024,S06,Collier,S06-2024-P4,FL-8000,certified,263.3,24.57,32.31,231.8,3.46,6.29,430.0,74.22,827.8
